celular;data_nascimento;idade;sexo;cidade_residencial;bairro_residencial;cidade_trabalho;bairro_trabalho;cidade_escola;bairro_escola;categoria_frequentada
(11) 91944-2419;07/01/2005;20;Outro;São Paulo;Pinheiros;São Paulo;Higienópolis;;;Cafeterias e Bistrôs Modernos
(11) 92481-5095;28/01/1973;52;Outro;São Paulo;Sé;;;São Paulo;República;Lojas de Móveis e Decoração
(11) 97388-2746;21/09/1953;71;Feminino;da Cunha;Campo Limpo;São Paulo;Higienópolis;São Paulo;Consolação;Restaurantes com comida caseira
(11) 99596-2513;31/12/1941;83;Masculino;São Paulo;Penha;;;;;Calçados Confortáveis e Ortopédicos
(11) 95566-1944;14/11/1994;30;Outro;São Paulo;Penha;;;;;Lanchonetes e Fast-Food
(11) 92783-5672;11/02/1991;34;Outro;Aragão;Casa Verde;;;;;Lojas de Móveis e Decoração
(11) 96719-2874;03/09/1961;63;Outro;São Paulo;Lapa;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 97514-5279;29/04/2002;23;Masculino;São Paulo;Pinheiros;;;;;Coworkings e Centros de Estudo/Conexão
(71) 94568-4476;15/03/1988;37;Masculino;São Paulo;Sé;São Paulo;Higienópolis;;;Papelarias, Livrarias e Lojas de Escritório
(11) 93122-2963;30/09/1989;35;Feminino;São Paulo;Itaquera;;;São Paulo;Consolação;Lojas de Móveis e Decoração
(11) 94503-1455;27/11/1999;25;Outro;São Paulo;Perdizes;São Paulo;Santana;;;Coworkings e Centros de Estudo/Conexão
(11) 93054-5525;28/04/1987;38;Masculino;da Costa;Tatuapé;São Paulo;Higienópolis;;;Supermercados e Mercados Express
(11) 93530-8928;22/11/1997;27;Outro;São Paulo;Lapa;;;;;Espaços Culturais e de Experiência Interativa
(11) 95556-1910;18/09/1976;48;Masculino;São Paulo;Butantã;;;;;Restaurantes e Gastronomia
(11) 93975-4741;31/12/1981;43;Outro;da Mota;Vila Prudente;São Paulo;Sé;;;Supermercados e Mercados Express
(11) 93701-3930;06/05/1984;41;Outro;São Paulo;Campo Limpo;São Paulo;Consolação;;;Clínicas de Saúde e Bem-estar
(11) 92925-8782;28/06/1981;44;Feminino;São Paulo;Butantã;;;;;Lojas de Móveis e Decoração
(11) 94980-7863;07/01/1970;55;Outro;São Paulo;Butantã;São Paulo;Consolação;São Paulo;Penha;Lojas de Móveis e Decoração
(11) 95009-5660;22/05/1988;37;Feminino;São Paulo;Limão;São Paulo;Vila Prudente;;;Bancos, Agências e Correspondentes
(11) 95873-3014;09/06/1961;64;Outro;São Paulo;Santana;São Paulo;Pinheiros;;;Fisioterapia e Terapias Complementares
(11) 93384-1885;07/05/1983;42;Feminino;São Paulo;Consolação;São Paulo;Sé;São Paulo;República;Restaurantes e Gastronomia
(11) 92288-3264;18/04/2008;17;Outro;São Paulo;Pinheiros;São Paulo;Bela Vista;;;Espaços Culturais e de Experiência Interativa
(61) 91069-9403;21/03/1994;31;Masculino;São Paulo;Ipiranga;São Paulo;Santana;;;Lojas de Roupas e Calçados
(31) 99675-3107;15/05/1949;76;Outro;São Paulo;Butantã;;;;;Supermercados de Bairro e Mercadinhos
(11) 98247-3472;05/05/1935;90;Masculino;Almeida;Itaquera;;;;;Produtos Naturais e Fitoterápicos
(11) 92569-4118;03/07/1952;73;Feminino;São Paulo;Butantã;São Paulo;Bela Vista;São Paulo;Higienópolis;Clubes e Centros de Convivência
(11) 91262-5407;13/01/1967;58;Masculino;São Paulo;Tatuapé;São Paulo;Casa Verde;São Paulo;Higienópolis;Postos de Combustível e Serviços Automotivos
(11) 93922-9257;27/08/1959;65;Outro;da Cunha do Oeste;Jabaquara;;;;;Farmácias e Drogarias
(11) 96269-5348;04/04/2001;24;Outro;São Paulo;República;São Paulo;Santana;;;Cafeterias e Bistrôs Modernos
(11) 91149-9939;25/03/1987;38;Outro;São Paulo;Perdizes;;;;;Farmácias e Drogarias
(11) 93544-9331;27/02/1949;76;Masculino;São Paulo;Campo Limpo;São Paulo;República;;;Supermercados de Bairro e Mercadinhos
(11) 92478-6554;29/08/1992;32;Outro;São Paulo;Tucuruvi;São Paulo;Sé;;;Supermercados e Mercados Express
(11) 98526-1642;22/06/1958;67;Feminino;São Paulo;Bela Vista;;;;;Clubes e Centros de Convivência
(11) 92356-7871;22/03/1956;69;Outro;São Paulo;Pinheiros;;;São Paulo;Sé;Clínicas Médicas e Laboratórios
(11) 95156-3387;17/06/1963;62;Outro;da Cunha;Tatuapé;São Paulo;República;;;Restaurantes com comida caseira
(11) 97827-3709;21/01/1974;51;Feminino;São Paulo;Consolação;;;;;Postos de Combustível e Serviços Automotivos
(11) 91310-6028;18/06/1997;28;Masculino;São Paulo;Perdizes;São Paulo;Consolação;São Paulo;Bela Vista;Lanchonetes e Fast-Food
(61) 97294-7445;06/01/1957;68;Masculino;São Paulo;Ipiranga;;;;;Bancos e Casas Lotéricas
(11) 95590-8192;26/02/1958;67;Masculino;São Paulo;Santo Amaro;São Paulo;Vila Prudente;São Paulo;Sé;Bancos e Casas Lotéricas
(11) 93441-5080;20/05/1988;37;Outro;São Paulo;Sé;;;;;Clínicas de Saúde e Bem-estar
(11) 98613-6815;20/04/1981;44;Outro;São Paulo;Bela Vista;São Paulo;Sé;São Paulo;Tatuapé;Lojas de Móveis e Decoração
(11) 95733-9204;25/03/1938;87;Masculino;São Paulo;Itaquera;São Paulo;Tucuruvi;;;Calçados Confortáveis e Ortopédicos
(11) 98483-3825;03/10/1948;76;Feminino;São Paulo;Butantã;São Paulo;Tucuruvi;;;Supermercados de Bairro e Mercadinhos
(11) 99130-4115;27/01/1958;67;Feminino;São Paulo;Pinheiros;;;São Paulo;Consolação;Clínicas Médicas e Laboratórios
(11) 91117-9348;17/01/1938;87;Feminino;São Paulo;Santana;;;São Paulo;Higienópolis;Supermercados de Bairro e Mercadinhos
(11) 92727-5095;13/02/1944;81;Outro;São Paulo;Bela Vista;São Paulo;República;;;Calçados Confortáveis e Ortopédicos
(11) 93894-6515;27/04/1971;54;Feminino;São Paulo;Jabaquara;;;;;Supermercados e Mercados Express
(11) 91659-7420;01/08/1979;46;Outro;São Paulo;Penha;;;;;Restaurantes e Gastronomia
(11) 99250-3410;03/08/1963;62;Masculino;São Paulo;Tatuapé;São Paulo;Consolação;;;Clínicas Médicas e Laboratórios
(11) 93897-8184;26/01/2001;24;Masculino;São Paulo;Tatuapé;São Paulo;Casa Verde;;;Lojas de Moda Urbana e Alternativa
(21) 97726-9559;05/07/1981;44;Feminino;São Paulo;República;;;;;Restaurantes e Gastronomia
(11) 92032-3766;07/12/2008;16;Masculino;São Paulo;Higienópolis;São Paulo;Butantã;;;Coworkings e Centros de Estudo/Conexão
(11) 94873-9578;09/01/1967;58;Feminino;São Paulo;Ipiranga;;;São Paulo;Consolação;Lojas de Móveis e Decoração
(11) 99289-1254;22/01/2007;18;Outro;São Paulo;Itaquera;;;;;Lojas de Eletrônicos e Games
(11) 98653-2497;19/04/1968;57;Masculino;São Paulo;Limão;São Paulo;Penha;;;Clínicas de Saúde e Bem-estar
(11) 91372-7136;11/09/1958;66;Masculino;São Paulo;Consolação;;;;;Farmácias e Drogarias
(11) 99787-3686;19/01/1972;53;Feminino;São Paulo;Bela Vista;;;;;Lojas de Roupas e Calçados
(11) 97758-2787;20/06/2009;16;Outro;São Paulo;Lapa;;;São Paulo;Bela Vista;Cafeterias e Bistrôs Modernos
(11) 97804-9198;28/09/1965;59;Masculino;São Paulo;Tatuapé;;;;;Clínicas de Saúde e Bem-estar
(11) 96155-5216;07/03/1963;62;Outro;São Paulo;Santana;São Paulo;Higienópolis;;;Clínicas Médicas e Laboratórios
(11) 96173-6980;25/10/1939;85;Masculino;São Paulo;Penha;;;São Paulo;Higienópolis;Clubes e Centros de Convivência
(11) 92432-6314;08/09/1950;74;Feminino;São Paulo;Butantã;São Paulo;Consolação;São Paulo;Higienópolis;Clubes e Centros de Convivência
(11) 95826-4666;03/12/1943;81;Feminino;São Paulo;Penha;;;;;Clubes e Centros de Convivência
(11) 94392-5927;21/09/1975;49;Outro;São Paulo;Itaquera;;;São Paulo;Bela Vista;Papelarias, Livrarias e Lojas de Escritório
(11) 98562-3597;15/06/1961;64;Outro;Araújo do Amparo;Jabaquara;;;;;Produtos Naturais e Fitoterápicos
(11) 92299-9308;26/02/1994;31;Masculino;São Paulo;Itaquera;;;São Paulo;Bela Vista;Papelarias, Livrarias e Lojas de Escritório
(11) 94587-5628;25/11/1988;36;Masculino;São Paulo;Higienópolis;;;;;Supermercados e Mercados Express
(11) 94211-1835;18/11/1994;30;Outro;São Paulo;República;São Paulo;Consolação;São Paulo;Sé;Lojas de Moda Urbana e Alternativa
(11) 97684-7980;14/02/1954;71;Feminino;São Paulo;Campo Limpo;São Paulo;Pinheiros;;;Bancos e Casas Lotéricas
(21) 93996-3757;21/11/2005;19;Masculino;São Paulo;Limão;São Paulo;Ipiranga;São Paulo;Higienópolis;Lanchonetes e Fast-Food
(11) 94892-7766;23/10/1953;71;Outro;São Paulo;Limão;São Paulo;Limão;;;Igrejas e Lojas de Artigos Religiosos
(11) 92083-2246;13/01/1977;48;Masculino;São Paulo;Bela Vista;;;;;Clínicas de Saúde e Bem-estar
(11) 91615-4757;03/04/2006;19;Masculino;São Paulo;Perdizes;São Paulo;Higienópolis;;;Lanchonetes e Fast-Food
(11) 96006-5538;01/07/1963;62;Feminino;São Paulo;Vila Prudente;São Paulo;Higienópolis;São Paulo;Bela Vista;Supermercados de Bairro e Mercadinhos
(41) 98950-1748;20/07/1987;38;Outro;São Paulo;Itaquera;;;;;Bancos, Agências e Correspondentes
(11) 92013-6445;17/05/2003;22;Feminino;São Paulo;Casa Verde;São Paulo;Tucuruvi;;;Coworkings e Centros de Estudo/Conexão
(21) 91027-7772;20/11/1962;62;Outro;São Paulo;Santana;São Paulo;Bela Vista;;;Farmácias e Drogarias
(21) 97825-8922;20/12/1995;29;Outro;São Paulo;Tatuapé;;;;;Cafeterias e Bistrôs Modernos
(11) 98300-9802;22/02/2002;23;Outro;São Paulo;Tucuruvi;;;São Paulo;Consolação;Espaços Culturais e de Experiência Interativa
(11) 96859-9371;20/11/1993;31;Masculino;São Paulo;Bela Vista;;;;;Farmácias e Drogarias
(11) 95661-5642;06/03/1966;59;Outro;São Paulo;Jabaquara;São Paulo;República;São Paulo;Higienópolis;Supermercados e Mercados Express
(11) 97362-2613;01/10/2001;23;Outro;São Paulo;Itaquera;São Paulo;Pinheiros;;;Lanchonetes e Fast-Food
(11) 97489-7187;12/05/1994;31;Feminino;Freitas da Praia;Santana;São Paulo;Bela Vista;;;Lojas de Roupas e Calçados
(11) 98703-8887;02/04/1964;61;Masculino;Castro;Santana;São Paulo;Limão;;;Supermercados de Bairro e Mercadinhos
(11) 96641-3109;07/09/2000;24;Outro;São Paulo;República;São Paulo;Limão;;;Cafeterias e Bistrôs Modernos
(41) 97086-3076;09/02/1950;75;Outro;São Paulo;Jabaquara;São Paulo;Sé;;;Farmácias e Drogarias
(11) 95927-3011;07/01/1976;49;Masculino;São Paulo;Vila Prudente;São Paulo;República;São Paulo;República;Restaurantes e Gastronomia
(11) 93274-7954;28/03/1956;69;Outro;São Paulo;Santo Amaro;;;;;Restaurantes com comida caseira
(11) 98308-7736;04/02/1955;70;Outro;São Paulo;Lapa;;;São Paulo;Consolação;Produtos Naturais e Fitoterápicos
(11) 92951-7557;19/12/2005;19;Masculino;São Paulo;Casa Verde;São Paulo;Vila Prudente;São Paulo;Higienópolis;Coworkings e Centros de Estudo/Conexão
(11) 94849-5996;21/02/1983;42;Masculino;São Paulo;República;;;São Paulo;Sé;Supermercados e Mercados Express
(11) 94642-1201;12/01/1959;66;Outro;São Paulo;Ipiranga;São Paulo;Jabaquara;;;Calçados Confortáveis e Ortopédicos
(11) 95745-4785;22/05/1941;84;Masculino;São Paulo;Tucuruvi;;;São Paulo;Itaquera;Bancos e Casas Lotéricas
(11) 95091-6693;16/11/1962;62;Feminino;São Paulo;Penha;São Paulo;Consolação;;;Igrejas e Lojas de Artigos Religiosos
(41) 98966-3626;11/11/1974;50;Outro;São Paulo;República;São Paulo;Sé;;;Clínicas de Saúde e Bem-estar
(61) 94803-7059;08/08/1982;42;Masculino;São Paulo;Tatuapé;;;;;Lojas de Móveis e Decoração
(11) 98334-8120;21/10/1985;39;Feminino;São Paulo;República;São Paulo;Sé;;;Postos de Combustível e Serviços Automotivos
(11) 99632-6357;19/09/1984;40;Feminino;São Paulo;Itaquera;São Paulo;Sé;;;Supermercados e Mercados Express
(11) 99346-4801;25/06/2006;19;Masculino;São Paulo;Lapa;São Paulo;Bela Vista;;;Lojas de Eletrônicos e Games
(21) 92153-8193;22/02/1975;50;Outro;São Paulo;Higienópolis;;;São Paulo;República;Papelarias, Livrarias e Lojas de Escritório
(11) 94989-4823;24/01/1994;31;Masculino;São Paulo;Butantã;;;;;Postos de Combustível e Serviços Automotivos
(11) 95288-6214;28/05/1993;32;Masculino;São Paulo;República;;;;;Lojas de Móveis e Decoração
(11) 96138-2537;29/04/1993;32;Masculino;São Paulo;Santana;São Paulo;Consolação;;;Clínicas de Saúde e Bem-estar
(11) 94759-5496;10/05/2006;19;Outro;São Paulo;Butantã;São Paulo;Consolação;;;Cinema e Streaming Experience Stores
(11) 93319-6190;01/02/1950;75;Masculino;São Paulo;Jabaquara;;;São Paulo;Higienópolis;Produtos Naturais e Fitoterápicos
(11) 96809-9240;18/05/1964;61;Feminino;São Paulo;Consolação;;;;;Clubes e Centros de Convivência
(11) 99659-9699;07/07/1964;61;Masculino;São Paulo;República;;;;;Clubes e Centros de Convivência
(11) 97870-2620;11/03/1952;73;Feminino;São Paulo;Ipiranga;;;;;Restaurantes com comida caseira
(11) 99527-8227;10/04/1945;80;Masculino;São Paulo;República;;;;;Supermercados de Bairro e Mercadinhos
(11) 91137-2039;14/07/1966;59;Feminino;São Paulo;Jabaquara;São Paulo;Sé;;;Lojas de Roupas e Calçados
(11) 96439-9975;26/07/1943;82;Feminino;São Paulo;Limão;São Paulo;Consolação;São Paulo;Campo Limpo;Bancos e Casas Lotéricas
(11) 95118-2672;04/10/1948;76;Feminino;São Paulo;Sé;;;;;Igrejas e Lojas de Artigos Religiosos
(11) 98556-4809;03/03/1953;72;Feminino;São Paulo;Higienópolis;São Paulo;Tatuapé;;;Supermercados de Bairro e Mercadinhos
(11) 95307-4670;20/01/1942;83;Masculino;São Paulo;Tatuapé;São Paulo;Bela Vista;São Paulo;Casa Verde;Clubes e Centros de Convivência
(11) 98873-8147;15/09/1950;74;Outro;São Paulo;Sé;;;;;Calçados Confortáveis e Ortopédicos
(11) 99315-5583;26/06/1940;85;Feminino;São Paulo;Sé;São Paulo;Sé;;;Clínicas Médicas e Laboratórios
(11) 93487-9014;05/06/1970;55;Masculino;São Paulo;República;;;;;Lojas de Roupas e Calçados
(11) 94295-4920;21/09/1987;37;Masculino;São Paulo;Santo Amaro;São Paulo;Perdizes;;;Farmácias e Drogarias
(11) 96616-3146;09/06/1948;77;Outro;São Paulo;Higienópolis;;;;;Clubes e Centros de Convivência
(11) 92626-9026;29/05/1996;29;Feminino;Carvalho;Bela Vista;São Paulo;Tatuapé;;;Academias e Studios Fitness
(11) 98419-3978;10/05/2007;18;Outro;São Paulo;Pinheiros;São Paulo;Consolação;São Paulo;Santana;Espaços Culturais e de Experiência Interativa
(11) 98088-5028;24/06/1988;37;Feminino;São Paulo;Penha;São Paulo;Sé;;;Supermercados e Mercados Express
(11) 97329-1394;20/08/2007;17;Outro;São Paulo;Tatuapé;;;;;Espaços Culturais e de Experiência Interativa
(11) 99368-6518;04/08/1955;70;Masculino;São Paulo;República;São Paulo;Limão;;;Farmácias e Drogarias
(11) 98057-5054;01/06/1997;28;Outro;São Paulo;Higienópolis;;;;;Lojas de Roupas e Sneakers
(11) 96663-5002;12/03/1986;39;Outro;São Paulo;Tucuruvi;São Paulo;Higienópolis;São Paulo;Tucuruvi;Supermercados e Mercados Express
(11) 92528-9579;26/08/1961;63;Feminino;São Paulo;Santo Amaro;;;São Paulo;Casa Verde;Clínicas Médicas e Laboratórios
(11) 99184-8672;19/02/1978;47;Masculino;São Paulo;República;;;;;Papelarias, Livrarias e Lojas de Escritório
(21) 92763-9350;31/07/1971;54;Masculino;São Paulo;Perdizes;;;São Paulo;Higienópolis;Supermercados e Mercados Express
(11) 94512-9663;17/03/1999;26;Feminino;São Paulo;Perdizes;São Paulo;Bela Vista;São Paulo;Bela Vista;Barbearias/Salões com estética jovem
(11) 93004-6199;15/07/1935;90;Feminino;São Paulo;Jabaquara;São Paulo;Sé;São Paulo;Consolação;Clubes e Centros de Convivência
(11) 98941-7845;24/06/1948;77;Outro;São Paulo;Perdizes;;;;;Bancos e Casas Lotéricas
(11) 97875-1440;19/11/1952;72;Feminino;São Paulo;Consolação;São Paulo;Tatuapé;São Paulo;Bela Vista;Calçados Confortáveis e Ortopédicos
(11) 94583-7494;26/09/1956;68;Outro;São Paulo;Santana;São Paulo;Bela Vista;;;Igrejas e Lojas de Artigos Religiosos
(41) 97065-3416;26/03/1995;30;Feminino;São Paulo;Limão;São Paulo;Tucuruvi;;;Cinema e Streaming Experience Stores
(11) 93157-3645;10/08/1955;70;Outro;São Paulo;Santana;;;;;Farmácias e Drogarias
(11) 99103-4441;21/08/1949;75;Masculino;São Paulo;Bela Vista;São Paulo;Bela Vista;;;Farmácias e Drogarias
(11) 94551-5914;06/09/1957;67;Feminino;São Paulo;Santana;;;;;Fisioterapia e Terapias Complementares
(11) 99196-2168;21/12/1959;65;Feminino;São Paulo;Santana;São Paulo;República;;;Clínicas Médicas e Laboratórios
(11) 95351-9722;05/03/1961;64;Outro;São Paulo;Casa Verde;;;;;Restaurantes com comida caseira
(31) 93464-6512;04/02/1975;50;Outro;São Paulo;Butantã;São Paulo;Higienópolis;São Paulo;Limão;Clínicas de Saúde e Bem-estar
(11) 96972-7035;25/01/1970;55;Outro;São Paulo;Santo Amaro;;;;;Papelarias, Livrarias e Lojas de Escritório
(11) 92742-4896;15/06/1980;45;Masculino;São Paulo;Jabaquara;São Paulo;Consolação;;;Papelarias, Livrarias e Lojas de Escritório
(11) 97459-4489;30/05/2006;19;Masculino;São Paulo;Limão;;;;;Cinema e Streaming Experience Stores
(11) 97335-5708;14/11/1982;42;Outro;São Paulo;Vila Prudente;;;;;Clínicas de Saúde e Bem-estar
(11) 97793-1184;01/09/1957;67;Masculino;São Paulo;Campo Limpo;São Paulo;República;São Paulo;Santo Amaro;Fisioterapia e Terapias Complementares
(11) 93306-8542;15/07/1958;67;Outro;São Paulo;Ipiranga;;;;;Fisioterapia e Terapias Complementares
(11) 96067-5890;03/01/1968;57;Masculino;São Paulo;Tatuapé;;;São Paulo;República;Papelarias, Livrarias e Lojas de Escritório
(11) 94651-8208;26/03/1940;85;Masculino;São Paulo;Penha;São Paulo;República;;;Igrejas e Lojas de Artigos Religiosos
(11) 93002-6587;21/10/1955;69;Outro;São Paulo;Higienópolis;São Paulo;Bela Vista;;;Calçados Confortáveis e Ortopédicos
(11) 98185-7160;01/07/1994;31;Outro;São Paulo;Vila Prudente;;;;;Postos de Combustível e Serviços Automotivos
(11) 96080-2008;25/04/1952;73;Outro;São Paulo;Butantã;São Paulo;Vila Prudente;São Paulo;Santana;Farmácias e Drogarias
(11) 99264-7976;13/10/1951;73;Outro;São Paulo;Bela Vista;;;São Paulo;Itaquera;Clínicas Médicas e Laboratórios
(11) 91255-4890;02/01/1973;52;Feminino;São Paulo;Campo Limpo;São Paulo;Casa Verde;;;Restaurantes e Gastronomia
(11) 92043-7072;28/08/1981;43;Feminino;São Paulo;Vila Prudente;São Paulo;Tucuruvi;;;Restaurantes e Gastronomia
(11) 96171-3222;10/09/1982;42;Masculino;São Paulo;Consolação;São Paulo;Consolação;;;Bancos, Agências e Correspondentes
(11) 99099-7065;09/01/1956;69;Outro;São Paulo;Campo Limpo;;;São Paulo;Higienópolis;Igrejas e Lojas de Artigos Religiosos
(11) 99508-6939;23/11/1974;50;Outro;São Paulo;Itaquera;São Paulo;Butantã;São Paulo;Butantã;Lojas de Roupas e Calçados
(11) 98725-6905;22/07/1968;57;Outro;São Paulo;Butantã;;;;;Farmácias e Drogarias
(11) 92753-5161;21/01/1978;47;Masculino;São Paulo;Ipiranga;;;São Paulo;Tucuruvi;Papelarias, Livrarias e Lojas de Escritório
(71) 94197-6912;31/05/1959;66;Outro;São Paulo;Pinheiros;;;São Paulo;Higienópolis;Clínicas Médicas e Laboratórios
(11) 91024-6214;15/09/2000;24;Feminino;São Paulo;Vila Prudente;São Paulo;Casa Verde;São Paulo;Sé;Lojas de Eletrônicos e Games
(11) 99243-5613;14/04/1966;59;Outro;São Paulo;Jabaquara;São Paulo;Limão;;;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 91557-8254;27/11/2001;23;Masculino;São Paulo;Tatuapé;São Paulo;República;;;Lanchonetes e Fast-Food
(11) 91415-7086;05/02/1948;77;Feminino;São Paulo;Sé;;;;;Restaurantes com comida caseira
(11) 99350-1538;22/07/1980;45;Masculino;São Paulo;Perdizes;São Paulo;Bela Vista;São Paulo;Higienópolis;Lojas de Móveis e Decoração
(11) 95783-7432;25/10/1975;49;Masculino;São Paulo;Santana;São Paulo;Santana;São Paulo;Casa Verde;Clínicas de Saúde e Bem-estar
(11) 92393-9025;25/12/1989;35;Masculino;São Paulo;Higienópolis;São Paulo;Sé;;;Restaurantes e Gastronomia
(11) 93082-8208;26/05/1954;71;Outro;São Paulo;Vila Prudente;;;São Paulo;Bela Vista;Produtos Naturais e Fitoterápicos
(11) 94461-1227;11/12/1976;48;Masculino;São Paulo;Ipiranga;;;São Paulo;República;Restaurantes e Gastronomia
(11) 95274-1637;19/09/1950;74;Masculino;São Paulo;Tucuruvi;São Paulo;Tatuapé;;;Produtos Naturais e Fitoterápicos
(11) 94473-5542;21/04/1955;70;Outro;São Paulo;Vila Prudente;;;São Paulo;Higienópolis;Fisioterapia e Terapias Complementares
(71) 93539-7332;23/12/1979;45;Outro;São Paulo;Lapa;;;São Paulo;Santana;Lojas de Móveis e Decoração
(11) 95229-7377;06/05/1968;57;Feminino;São Paulo;Perdizes;São Paulo;Consolação;;;Farmácias e Drogarias
(11) 93222-8210;18/08/1969;55;Outro;São Paulo;Jabaquara;São Paulo;Tucuruvi;São Paulo;República;Postos de Combustível e Serviços Automotivos
(11) 92413-7454;11/05/1936;89;Feminino;São Paulo;Santo Amaro;São Paulo;República;São Paulo;República;Calçados Confortáveis e Ortopédicos
(11) 91498-6670;04/11/1947;77;Feminino;São Paulo;Santo Amaro;;;São Paulo;República;Clínicas Médicas e Laboratórios
(11) 96046-8657;16/06/1971;54;Masculino;São Paulo;Ipiranga;São Paulo;Sé;São Paulo;República;Lojas de Eletrodomésticos e Utilidades Domésticas
(11) 98939-5846;07/06/1989;36;Masculino;Araújo do Galho;Santana;São Paulo;Bela Vista;;;Clínicas de Saúde e Bem-estar
(11) 93609-1480;22/05/1964;61;Outro;São Paulo;Butantã;;;;;Clínicas Médicas e Laboratórios
(11) 98147-2582;19/01/1986;39;Outro;São Paulo;Vila Prudente;;;;;Bancos, Agências e Correspondentes
(11) 99545-6931;21/01/1957;68;Masculino;São Paulo;Itaquera;;;São Paulo;Pinheiros;Bancos e Casas Lotéricas
(11) 92563-3451;12/09/2008;16;Masculino;São Paulo;Santana;;;;;Barbearias/Salões com estética jovem
(11) 97038-7625;03/03/1940;85;Feminino;São Paulo;República;;;;;Clubes e Centros de Convivência
