numero_celular;data_captura;tipo_cupom;tipo_loja;local_captura;latitude;longitude;nome_loja;endereco_loja;valor_compra;valor_cupom
(11) 98332-7583;27/07/2025;Cashback;farmácia;MASP;-23.560.807.336.231.100;-46.655.723.035.666.200;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;657,31;32,87
(11) 91349-5896;26/07/2025;Cashback;vestuário;Parque Trianon;-2.356.429.508.051.470;-4.665.735.035.030.030;Kalunga;Rua Augusta, 2220;673,12;33,66
(11) 97688-4037;04/07/2025;Cashback;mercado express;Calçada aleatória;-23.563.624.080.881.900;-4.665.031.123.250.890;Riachuelo;Av. Paulista, 2277;691,62;34,58
(11) 97971-3365;31/07/2025;Produto;esportivo;Shopping Cidade São Paulo;-23.562.600.849.752.700;-4.665.312.993.883.910;Smart Fit;Av. Paulista, 2006;737,47;9,21
(11) 95262-8969;26/07/2025;Desconto;restaurante;Semáforo;-23.561.573.221.440.600;-46.653.853.931.556.600;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;337,22;160,23
(11) 94639-3213;20/07/2025;Produto;mercado express;MASP;-23.561.378.421.673.000;-4.665.593.363.753.050;Pão de Açúcar;Rua Pamplona, 1704;952,9;45,26
(11) 92797-2725;06/07/2025;Cashback;farmácia;Estação Consolação;-2.355.520.378.104.540;-4.666.140.588.234.240;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;263,77;13,19
(11) 96760-2177;24/07/2025;Produto;eletrodoméstico;Shopping Cidade São Paulo;-2.356.342.796.108.260;-4.665.281.867.298.680;Pão de Açúcar;Rua Pamplona, 1704;867,98;22,04
(21) 95457-7237;27/07/2025;Cashback;esportivo;Semáforo;-2.356.194.681.083.600;-46.654.000.321.340.000;Riachuelo;Av. Paulista, 2277;256,85;12,84
(11) 96787-4425;13/07/2025;Cashback;vestuário;Calçada aleatória;-23.564.455.960.411.200;-4.665.001.661.805.760;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;661,21;33,06
(11) 91654-1098;10/07/2025;Desconto;móveis;Estação Consolação;-2.355.594.318.038.990;-46.661.615.212.979.500;Riachuelo;Av. Paulista, 2277;505,46;122,53
(11) 92207-6836;05/07/2025;Desconto;móveis;Shopping Cidade São Paulo;-23.562.939.222.916.500;-46.651.855.217.015.700;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;385,26;115,36
(11) 95362-8023;06/07/2025;Desconto;restaurante;Calçada aleatória;-2.356.372.733.328.900;-46.650.216.432.224.900;Ponto Frio;Rua da Consolação, 2303;894,7;402,75
(11) 91359-7924;26/07/2025;Cashback;farmácia;Calçada aleatória;-2.356.388.932.546.130;-4.664.998.106.786.350;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;889,67;44,48
(11) 96093-9764;18/07/2025;Cashback;móveis;Calçada aleatória;-2.356.439.963.868.630;-4.664.988.053.016.450;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;529,41;26,47
(11) 98876-9924;05/07/2025;Desconto;esportivo;Calçada aleatória;-23.563.442.998.298.600;-4.664.999.027.201.870;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;307,2;62,04
(11) 92773-1391;20/07/2025;Desconto;vestuário;Estação Consolação;-23.556.249.254.803.900;-4.666.160.891.939.860;Smart Fit;Av. Paulista, 2006;520,19;144,15
(11) 95808-4508;21/07/2025;Cashback;restaurante;Estação Consolação;-23.556.135.113.659.600;-4.666.135.891.834.790;Renner;Av. Paulista, 2230;706,1;35,3
(31) 95616-7194;27/07/2025;Produto;mercado express;Calçada aleatória;-2.356.384.254.050.240;-4.665.005.127.301.600;Smart Fit;Av. Paulista, 2006;985,5;11,55
(11) 95564-5553;12/07/2025;Produto;eletrodoméstico;MASP;-23.561.513.349.279.700;-4.665.594.467.029.040;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;395,26;12,35
(11) 96081-2065;26/07/2025;Produto;farmácia;Shopping Pátio Paulista;-23.570.546.517.651.600;-466.458.826.705.064;Renner;Av. Paulista, 2230;843,64;33,45
(11) 96744-2059;18/07/2025;Desconto;móveis;Shopping Pátio Paulista;-23.570.965.325.924.300;-46.645.309.390.315.900;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;891,69;117,15
(61) 97393-5948;05/07/2025;Produto;farmácia;MASP;-23.561.529.620.292.900;-4.665.583.088.706.870;Riachuelo;Av. Paulista, 2277;715,83;38,52
(11) 99703-9202;13/07/2025;Produto;eletrodoméstico;Shopping Cidade São Paulo;-2.356.307.141.541.460;-46.652.206.393.856.100;Smart Fit;Av. Paulista, 2006;969,28;46,57
(11) 93511-7663;26/07/2025;Cashback;esportivo;Calçada aleatória;-2.356.435.214.539.910;-4.665.050.275.204.930;Subway;Av. Paulista, 2026;965,19;48,26
(11) 94973-4927;26/07/2025;Produto;mercado express;Parque Trianon;-2.356.418.860.775.740;-4.665.688.028.654.020;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;803,45;47,39
(11) 95199-9340;06/07/2025;Cashback;mercado express;Semáforo;-23.562.218.384.960.200;-4.665.410.647.640.610;Subway;Av. Paulista, 2026;259,56;12,98
(11) 94497-2856;10/07/2025;Cashback;vestuário;MASP;-23.560.775.810.775.800;-4.665.643.462.716.540;Renner;Av. Paulista, 2230;266,69;13,33
(11) 91633-3689;14/07/2025;Desconto;mercado express;Semáforo;-23.562.226.510.198.700;-4.665.343.101.877.940;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;435,79;109,05
(11) 99121-8576;27/07/2025;Produto;restaurante;Shopping Pátio Paulista;-23.570.562.379.601.500;-46.645.862.795.549.600;Lojas Americanas;Av. Paulista, 2300;490,55;15,58
(11) 99322-5700;11/07/2025;Produto;mercado express;MASP;-23.561.063.369.324.800;-4.665.586.443.086.900;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;563,95;29,91
(11) 95330-3732;28/07/2025;Cashback;farmácia;Semáforo;-23.562.104.492.518.500;-4.665.394.228.932.180;Riachuelo;Av. Paulista, 2277;258,09;12,9
(11) 94589-1160;13/07/2025;Desconto;outros;Semáforo;-23.562.197.432.642.800;-4.665.430.524.731.880;Kalunga;Rua Augusta, 2220;630,45;275,52
(11) 91070-7629;05/07/2025;Produto;restaurante;Calçada aleatória;-2.356.403.407.907.820;-4.665.030.329.908.800;Havaianas;Av. Paulista, 2439;563,42;9,87
(11) 97939-2434;19/07/2025;Produto;outros;Shopping Cidade São Paulo;-2.356.315.379.200.640;-4.665.219.667.802.970;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;523,26;16,41
(11) 98316-1972;26/07/2025;Cashback;outros;Semáforo;-23.561.744.081.863.100;-4.665.366.162.250.430;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;335,47;16,77
(11) 91259-2650;19/07/2025;Produto;farmácia;Calçada aleatória;-2.356.412.172.095.040;-46.649.850.175.617.600;Smart Fit;Av. Paulista, 2006;357,97;11,51
(11) 97288-1979;07/07/2025;Produto;outros;Parque Trianon;-2.356.386.424.296.610;-46.656.900.654.385.200;Riachuelo;Av. Paulista, 2277;169,12;3,02
(11) 93809-5410;19/07/2025;Desconto;esportivo;Estação Consolação;-23.555.914.837.823.200;-4.666.192.642.034.370;Drogaria São Paulo;Av. Paulista, 1230;505,1;202,84
(11) 94609-2287;12/07/2025;Desconto;mercado express;Semáforo;-2.356.184.939.943.320;-4.665.451.205.876.860;Ponto Frio;Rua da Consolação, 2303;936,78;377,33
(11) 95329-2864;18/07/2025;Produto;eletrodoméstico;Calçada aleatória;-2.356.408.035.182.970;-46.650.766.089.304.600;Drogaria São Paulo;Av. Paulista, 1230;798,83;21,88
(11) 96460-7977;19/07/2025;Desconto;outros;Parque Trianon;-2.356.441.292.072.700;-4.665.726.214.018.150;Pão de Açúcar;Rua Pamplona, 1704;914,63;136,21
(11) 98205-6795;05/07/2025;Cashback;outros;Calçada aleatória;-2.356.367.098.273.770;-46.649.793.567.592.600;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;557,28;27,86
(11) 91789-8000;26/07/2025;Produto;mercado express;Shopping Cidade São Paulo;-23.563.323.180.405.100;-4.665.208.418.906.140;Kalunga;Rua Augusta, 2220;804,31;31,57
(11) 99166-5420;26/07/2025;Produto;móveis;MASP;-23.561.147.713.110.900;-4.665.592.919.945.450;Riachuelo;Av. Paulista, 2277;926,82;24,93
(11) 91630-8174;05/07/2025;Produto;mercado express;Semáforo;-23.562.415.313.443.200;-4.665.406.237.369.300;Lojas Americanas;Av. Paulista, 2300;653,78;25,62
(11) 96907-1865;11/07/2025;Desconto;vestuário;Calçada aleatória;-23.564.029.367.721.500;-46.650.369.736.317.200;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;383,24;96,03
(11) 92385-1869;20/07/2025;Desconto;eletrodoméstico;Semáforo;-2.356.188.988.596.210;-4.665.391.605.644.370;Smart Fit;Av. Paulista, 2006;211,69;54,13
(11) 95626-4866;27/07/2025;Produto;outros;Semáforo;-23.561.866.487.190.000;-4.665.391.632.307.080;Riachuelo;Av. Paulista, 2277;781,15;19,23
(11) 95100-2603;26/07/2025;Produto;esportivo;Semáforo;-23.561.781.047.089.400;-4.665.405.379.840.830;Subway;Av. Paulista, 2026;907,73;27,1
(11) 92608-7802;12/07/2025;Produto;outros;Parque Trianon;-2.356.395.146.446.770;-46.657.118.322.085.200;Pão de Açúcar;Rua Pamplona, 1704;507,15;12,5
(11) 96918-6412;26/07/2025;Produto;vestuário;Semáforo;-23.562.175.349.764.600;-4.665.359.852.511.070;Renner;Av. Paulista, 2230;421,86;18,58
(11) 94225-8072;13/07/2025;Desconto;mercado express;Parque Trianon;-2.356.462.513.061.040;-46.656.735.972.003.200;Lojas Americanas;Av. Paulista, 2300;310,92;36,01
(11) 99593-1202;18/07/2025;Desconto;mercado express;Shopping Cidade São Paulo;-23.563.343.162.262.600;-466.525.280.114.533;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;972,38;239,32
(11) 91068-7670;20/07/2025;Cashback;vestuário;MASP;-23.561.335.526.754.700;-4.665.632.788.288.370;Pão de Açúcar;Rua Pamplona, 1704;513,45;25,67
(11) 92959-8447;26/07/2025;Produto;restaurante;Calçada aleatória;-23.564.244.806.921.500;-4.665.025.474.189.390;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;806,79;45,12
(21) 96323-2580;06/07/2025;Desconto;vestuário;Semáforo;-23.562.066.419.477.400;-4.665.424.124.130.640;Subway;Av. Paulista, 2026;981,4;292,68
(11) 99007-8833;26/07/2025;Desconto;móveis;Shopping Pátio Paulista;-2.357.006.866.439.430;-46.645.111.895.045.000;Subway;Av. Paulista, 2026;167,07;47,32
(11) 93273-9831;27/07/2025;Cashback;restaurante;Calçada aleatória;-23.564.606.598.056.800;-4.664.983.670.318.850;Lojas Americanas;Av. Paulista, 2300;323,91;16,2
(11) 94240-2866;13/07/2025;Desconto;esportivo;Shopping Cidade São Paulo;-23.562.899.400.968.200;-4.665.214.010.443.920;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;214,89;93,85
(11) 96544-4244;26/07/2025;Produto;restaurante;Parque Trianon;-2.356.420.943.404.790;-46.657.072.228.668.600;Havaianas;Av. Paulista, 2439;277,48;8,12
(11) 96919-7368;04/07/2025;Cashback;farmácia;Calçada aleatória;-23.564.224.482.396.400;-4.665.012.607.920.930;Drogaria São Paulo;Av. Paulista, 1230;858,25;42,91
(11) 98303-3674;12/07/2025;Desconto;farmácia;Shopping Cidade São Paulo;-235.635.199.895.086;-4.665.233.743.664.640;Renner;Av. Paulista, 2230;489,67;165,02
(31) 94569-4578;05/07/2025;Produto;restaurante;Semáforo;-23.562.450.840.513.300;-46.654.060.040.366.200;Pão de Açúcar;Rua Pamplona, 1704;474,35;7,37
(11) 99902-6487;20/07/2025;Desconto;esportivo;Semáforo;-2.356.237.457.450.670;-46.653.937.955.091.400;Smart Fit;Av. Paulista, 2006;226,16;89,86
(11) 95510-9848;05/07/2025;Cashback;vestuário;Parque Trianon;-23.564.215.825.868.200;-46.656.911.825.895.600;Drogaria São Paulo;Av. Paulista, 1230;114,93;5,75
(11) 91775-2439;27/07/2025;Produto;farmácia;Semáforo;-23.561.675.525.781.400;-46.653.523.165.919.100;Subway;Av. Paulista, 2026;341,09;6,43
(11) 98988-1313;05/07/2025;Cashback;vestuário;Semáforo;-2.356.275.840.137.670;-4.665.425.025.822.810;Riachuelo;Av. Paulista, 2277;163,21;8,16
(11) 91017-7447;19/07/2025;Cashback;restaurante;Semáforo;-23.562.090.925.823.100;-4.665.386.190.165.440;Ponto Frio;Rua da Consolação, 2303;117,88;5,89
(11) 96929-1090;31/07/2025;Cashback;outros;Parque Trianon;-23.564.507.106.351.200;-4.665.729.362.772.200;Renner;Av. Paulista, 2230;827,42;41,37
(11) 92988-1455;19/07/2025;Cashback;eletrodoméstico;Semáforo;-23.561.960.892.839.200;-46.653.974.533.527.500;Drogaria São Paulo;Av. Paulista, 1230;791,92;39,6
(11) 95292-2207;30/07/2025;Desconto;restaurante;Calçada aleatória;-23.563.886.714.478.000;-4.664.986.689.728.190;Lojas Americanas;Av. Paulista, 2300;179,16;67,04
(11) 99460-6351;26/07/2025;Desconto;farmácia;Calçada aleatória;-23.563.898.421.670.000;-4.664.994.190.340.500;Pão de Açúcar;Rua Pamplona, 1704;928,47;192,54
(11) 93482-3464;13/07/2025;Cashback;eletrodoméstico;Parque Trianon;-23.563.995.278.068.000;-4.665.679.957.107.300;Kalunga;Rua Augusta, 2220;318,7;15,94
(31) 96831-3091;06/07/2025;Desconto;móveis;Calçada aleatória;-2.356.467.179.679.990;-46.649.536.699.953.900;Subway;Av. Paulista, 2026;561,79;183,12
(11) 95691-7964;19/07/2025;Desconto;farmácia;Semáforo;-23.562.661.344.615.200;-46.654.323.748.545.000;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;251,94;94,77
(11) 95199-7274;26/07/2025;Produto;móveis;Calçada aleatória;-23.564.068.028.238.900;-4.664.979.821.613.260;Smart Fit;Av. Paulista, 2006;100,99;5,53
(11) 97814-8666;19/07/2025;Produto;vestuário;MASP;-2.356.231.258.006.720;-4.665.588.943.729.710;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;482,36;25,88
(11) 98934-4674;05/07/2025;Produto;restaurante;Calçada aleatória;-23.563.762.281.488.100;-4.664.970.164.456.510;Subway;Av. Paulista, 2026;131,79;7,09
(11) 91410-1880;26/07/2025;Cashback;eletrodoméstico;Semáforo;-23.562.209.198.897.500;-4.665.409.025.058.600;Drogaria São Paulo;Av. Paulista, 1230;968,04;48,4
(11) 93777-4505;30/07/2025;Cashback;móveis;Parque Trianon;-2.356.419.684.443.860;-46.657.116.802.396.000;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;218,71;10,94
(11) 95591-7594;19/07/2025;Cashback;mercado express;Semáforo;-2.356.230.954.796.520;-4.665.426.677.564.870;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;764,23;38,21
(11) 97303-8063;26/07/2025;Desconto;farmácia;Semáforo;-23.561.869.686.923.300;-4.665.396.051.538.800;Ponto Frio;Rua da Consolação, 2303;936,03;115,76
(11) 99872-9177;09/07/2025;Produto;mercado express;Parque Trianon;-23.563.864.524.047.700;-46.656.934.795.683.000;Ponto Frio;Rua da Consolação, 2303;480,72;15,85
(11) 99985-8409;06/07/2025;Desconto;esportivo;Shopping Pátio Paulista;-23.570.337.698.419.600;-4.664.538.753.580.050;Smart Fit;Av. Paulista, 2006;763,66;192,75
(11) 92214-7006;11/07/2025;Desconto;vestuário;Parque Trianon;-2.356.453.451.498.590;-4.665.725.529.289.510;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;854,64;195,71
(11) 94020-1547;19/07/2025;Desconto;restaurante;Estação Consolação;-23.555.840.412.787.200;-46.661.624.803.257.600;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;323,43;159,8
(11) 93732-8611;27/07/2025;Desconto;móveis;MASP;-23.561.615.027.172.100;-466.556.073.928.987;Pão de Açúcar;Rua Pamplona, 1704;434,65;192,43
(11) 97396-9125;06/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.563.406.015.489.500;-4.664.994.415.141.330;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;388,71;150,64
(11) 92804-7231;19/07/2025;Cashback;móveis;Estação Consolação;-2.355.574.569.769.030;-4.666.136.316.312.340;Kalunga;Rua Augusta, 2220;839,74;41,99
(11) 95552-2762;18/07/2025;Desconto;outros;Parque Trianon;-23.564.571.751.926.500;-4.665.699.045.931.780;Daiso Japan;Shopping Pátio Paulista, Rua Treze de Maio, 1947;528,88;232,72
(11) 99780-4893;05/07/2025;Desconto;outros;Shopping Pátio Paulista;-2.357.025.528.925.230;-46.645.843.946.199.100;Riachuelo;Av. Paulista, 2277;605,65;100,51
(11) 91378-5072;07/07/2025;Produto;móveis;MASP;-2.356.178.196.817.390;-4.665.593.674.168.300;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;136,55;5,76
(11) 99524-2798;20/07/2025;Desconto;outros;Calçada aleatória;-2.356.401.820.562.990;-4.665.027.259.568.450;Livraria Cultura;Conjunto Nacional - Av. Paulista, 2073;388,83;152,83
(11) 91856-4814;27/07/2025;Cashback;eletrodoméstico;Calçada aleatória;-23.563.371.151.617.100;-466.501.436.089.143;Subway;Av. Paulista, 2026;585,35;29,27
(11) 98598-2762;13/07/2025;Cashback;esportivo;Semáforo;-23.562.346.097.805.400;-46.654.028.086.395.700;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;195,02;9,75
(11) 99674-1276;19/07/2025;Produto;farmácia;Calçada aleatória;-2.356.372.764.180.860;-466.499.947.757.253;Ponto Frio;Rua da Consolação, 2303;398,82;20,64
(11) 99630-1311;06/07/2025;Cashback;mercado express;Parque Trianon;-23.563.866.321.823.900;-46.657.260.453.178.200;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;470,46;23,52
(11) 98499-7722;26/07/2025;Cashback;outros;Calçada aleatória;-2.356.355.369.346.600;-46.649.831.486.691.600;Subway;Av. Paulista, 2026;878,45;43,92
(11) 96056-1900;19/07/2025;Desconto;restaurante;Semáforo;-23.561.685.689.529.300;-4.665.389.045.181.020;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;472,53;63,53
(11) 96564-5396;26/07/2025;Cashback;móveis;Calçada aleatória;-2.356.375.253.478.860;-466.502.619.157.679;Pão de Açúcar;Rua Pamplona, 1704;375,65;18,78
(11) 94874-4314;19/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-23.564.147.423.125.000;-46.649.596.055.821.300;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;719,4;276,32
(11) 93225-9381;27/07/2025;Desconto;vestuário;MASP;-23.560.946.077.415.800;-4.665.622.511.967.990;Smart Fit;Av. Paulista, 2006;205,58;83,6
(71) 91644-6532;08/07/2025;Desconto;outros;Shopping Pátio Paulista;-2.357.047.407.917.960;-4.664.578.028.314.010;Ponto Frio;Rua da Consolação, 2303;922,12;325,43
(11) 95636-9299;27/07/2025;Produto;esportivo;Calçada aleatória;-2.356.420.910.944.080;-46.649.914.548.091.300;Ponto Frio;Rua da Consolação, 2303;390,21;22,26
(11) 95311-8954;12/07/2025;Desconto;eletrodoméstico;MASP;-23.561.071.711.120.200;-4.665.574.550.125.800;Ponto Frio;Rua da Consolação, 2303;576,51;110,75
(11) 93288-9868;12/07/2025;Desconto;mercado express;Calçada aleatória;-23.564.095.853.734.900;-46.649.845.541.646.000;Kalunga;Rua Augusta, 2220;648,87;115,72
(11) 94850-1558;29/07/2025;Produto;mercado express;Shopping Cidade São Paulo;-23.563.264.992.852.000;-46.652.179.365.709.700;Subway;Av. Paulista, 2026;978,76;17,72
(11) 98539-2265;19/07/2025;Desconto;restaurante;Semáforo;-23.561.581.060.289.800;-46.654.623.147.897.700;Kalunga;Rua Augusta, 2220;981,18;395,39
(11) 96473-8435;12/07/2025;Desconto;eletrodoméstico;Calçada aleatória;-2.356.376.082.431.040;-4.665.046.171.647.640;Kalunga;Rua Augusta, 2220;503,67;226,99
(11) 99453-8255;06/07/2025;Desconto;mercado express;MASP;-23.561.045.501.686.800;-4.665.607.210.768.290;Riachuelo;Av. Paulista, 2277;186,13;88,56
(11) 98197-7632;27/07/2025;Produto;farmácia;Semáforo;-23.562.365.301.413.200;-4.665.379.141.923.180;Pão de Açúcar;Rua Pamplona, 1704;450,11;13,3
(11) 91159-6762;28/07/2025;Desconto;restaurante;Parque Trianon;-23.563.902.748.981.000;-4.665.729.875.607.080;Riachuelo;Av. Paulista, 2277;293,73;33,62
(11) 97500-1105;25/07/2025;Desconto;eletrodoméstico;Shopping Cidade São Paulo;-2.356.353.289.992.710;-4.665.235.924.444.620;Outback;Shopping Pátio Paulista, Rua Treze de Maio, 1947;928,46;396,33
(11) 98192-5972;05/07/2025;Produto;vestuário;Shopping Cidade São Paulo;-2.356.351.822.608.500;-4.665.262.144.189.180;Lojas Americanas;Av. Paulista, 2300;120,1;1,93
(11) 98803-6482;12/07/2025;Desconto;farmácia;MASP;-23.561.379.313.762.800;-4.665.617.076.149.020;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;893;234,33
(21) 98080-3787;20/07/2025;Cashback;restaurante;MASP;-2.356.128.603.821.290;-46.655.433.956.921.200;Pão de Açúcar;Rua Pamplona, 1704;437,68;21,88
(21) 95204-7731;02/07/2025;Produto;móveis;MASP;-2.356.145.856.662.440;-4.665.584.195.468.140;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;878,62;44,6
(11) 99255-8341;20/07/2025;Desconto;móveis;Parque Trianon;-23.563.406.570.980.100;-4.665.735.528.033.520;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;877,83;418,72
(11) 96872-4679;05/07/2025;Desconto;eletrodoméstico;Semáforo;-23.561.642.629.441.400;-4.665.367.874.272.060;Havaianas;Av. Paulista, 2439;694,73;198,13
(11) 99715-4243;05/07/2025;Desconto;móveis;MASP;-23.561.157.704.798.200;-4.665.549.347.564.470;Drogaria São Paulo;Av. Paulista, 1230;923,65;422,6
(11) 98662-9067;06/07/2025;Cashback;restaurante;MASP;-2.356.132.982.751.020;-4.665.605.587.884.860;Riachuelo;Av. Paulista, 2277;675,01;33,75
(11) 95545-2631;26/07/2025;Produto;outros;Parque Trianon;-23.563.683.628.012.600;-46.656.659.147.336.400;Extra Mercado;Av. Brigadeiro Luís Antônio, 2769;383,16;7,05
(11) 99347-2157;19/07/2025;Produto;farmácia;Semáforo;-23.561.668.405.829.500;-46.653.986.649.375.300;Havaianas;Av. Paulista, 2439;593,94;31,98
(11) 96952-8298;11/07/2025;Desconto;outros;Estação Consolação;-23.555.985.858.354.000;-4.666.156.059.132.370;Fast Shop;Shopping Cidade São Paulo, Av. Paulista, 1230;715,11;291,28
(11) 91817-3207;27/07/2025;Cashback;esportivo;Semáforo;-23.561.717.330.994.700;-4.665.369.269.446.300;Subway;Av. Paulista, 2026;829,07;41,45
(11) 98142-3262;20/07/2025;Desconto;mercado express;Shopping Cidade São Paulo;-2.356.328.590.283.810;-46.652.208.388.131.100;Pão de Açúcar;Rua Pamplona, 1704;564,7;230,87
(11) 95382-3599;26/07/2025;Desconto;eletrodoméstico;Shopping Pátio Paulista;-23.570.941.633.491.300;-466.453.555.149.691;Kalunga;Rua Augusta, 2220;427,73;181
